global_id,tenant_id,name,barcode,product_code,category_global_id,brand_global_id,buy_price,sell_price,min_sell_price,qty,low_stock_threshold,status,is_active,created_at,updated_at,description,image_path,image_url,internal_notes,tags,sale_unit,supplier_name,tax_percent,discount_percent,discount_amount,buy_conversion_label,track_inventory,allow_negative_stock,supplier_item_code,net_weight_grams,manufacturing_date,expiry_date,grade,batch_number,expiry_alert_days_before,stock_base_kind,is_service,service_kind,is_pinned,pinned_at,deleted_at,owner_id
14a2b87d-661a-4a82-8a66-53eefb93f010,1,Pédiasure sachets 80mg,,N1-1788545550314880,,,0,0,0,10,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-08-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
15107286-b44b-4216-8ba3-f243268071dc,1,Acide folique 5mg,,N1-1788545549941332,,,0,750,0,7,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-11-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1589bb18-7225-48d3-adeb-c5827cd8e7b9,1,Ferbasi 200ml,,N1-1788545549358560,,,0,700,0,7,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-04-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
15e8b264-b4bc-484e-b7fa-81ed53de58ed,1,"Insumed seringue 0,3ml",,N1-1788545549383480,,,0,0,0,2,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2029-09-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1620cdea-27fa-45e8-b515-8a81e28958af,1,Neurobion comprimés,,N1-1788545549954950,,,0,1300,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-01-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
16304df4-43ee-42b5-b2ff-7fd5a308ba03,1,NRC cannula,,N1-1788545550251303,,,0,0,0,79,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-02-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
16700f48-9ee3-4927-8b63-61b3a049114f,1,Maxidrol collyre,,N1-1788545549994097-1,,,0,1000,0,13,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-12-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
17ec9849-8ded-47f0-88c8-463cdbbdfb1f,1,Ascabiol solution,,N1-1788545550315876,,,0,1000,0,5,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-03-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
19cad82a-f5ea-44aa-ba95-0c230278dd81,1,"Oflocet auriculaire 1,5mg",,N1-1788545549967617,,,0,1100,0,4,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-08-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1bf46456-915f-47c7-b39d-997514ca947e,1,Oroken oral 40mg/5ml,,N1-1788545549347588,,,0,2000,0,21,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-05-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1c82cd26-e11a-4a36-8f17-1f89efc62566,1,Hemax 4000 UI,,N1-1788545550289343,,,0,0,0,7,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-09-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1cdc1dfe-6c37-4c76-a0a0-a3c49e3bfc0c,1,NS sodium 500ml,,N1-1788545549999085-2,,,0,500,0,30,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-05-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1d031576-b08d-43ac-ab53-e7812a12e20d,1,Ketum 100mg,,N1-1788545549950313,,,0,0,0,2,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-04-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1e395cf5-fe4a-4461-bc30-d7a4d621c9a5,1,Nurabol sirop 2mg/5ml 125ml,,N1-1788545549935341,,,0,850,0,5,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-09-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1eb7b069-6e26-4f44-b461-4600ce06015f,1,Efferalgan 300mg,P0100000163,N1-1788551313698255,,,0,350,0,0,0,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-09-19,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1ed3972f-2466-415b-9cbf-b55bbee1c0b3,1,Ringer L injection 500ml,,N1-1788545549998088,,,0,500,0,7,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2029-03-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1f8ce815-6ea8-4eb0-b2e0-71000ecb02d5,1,Fortal,,N1-1788545550307891,,,0,0,0,8,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-01-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
1fe83b24-93df-433a-8348-bc9e4060fccd,1,"Indocollyre 0,1%",,N1-1788545549972499,,,0,1200,0,8,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-04-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
22ae127a-b726-41d4-ad17-7d5ab1d9bdd0,1,Clamoxyl 500mg gélules,,N1-1788545549963550,,,0,750,0,36,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-10-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
231577bf-9632-4c64-a9bb-c7095892aeb3,1,Cooper serum physiologique nasal,,N1-1788545549355560-1,,,0,40,0,93,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 19:49:58.361+00,,,,,,,,0,0,0,,true,false,,,,2027-07-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
233a6254-9033-43ee-a36e-a130a6666208,1,Seretide,,N1-1788545550321080,,,0,2250,0,1,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-10-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
24216adc-1dd3-4c80-aa20-d3a01537deaf,1,Neopred 20mg,,N1-1788545549943675,,,0,1450,0,1,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-02-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
24698555-09b0-45cb-a04d-3c525bba8a1f,1,Brufen 400mg,,N1-1788545549981492,,,0,700,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-02-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
267b44e9-9acf-4b51-9fe5-22849145e127,1,pervital sirop,P0100000166,N1-1788630194029284,,,0,850,0,15,0,instock,true,2026-09-13 15:21:30.537+00,2026-09-14 21:04:46.205+00,,,,,,,,0,0,0,,true,false,,,,,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
27273d20-651e-4f34-b6a9-567fa8476f6b,1,Flucon collyre,,N1-1788545549994097,,,0,0,0,4,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-03-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
27b009fb-0a0f-4460-a2c6-64506f9614c6,1,Augmentin adultes 500mg,,N1-1788545549965953,,,0,1800,0,19,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-05-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
2bc8a954-6fbd-40bc-b50d-cbe6fd5df361,1,Seringue 5ml,P0100000182,N1-1789318292747000,,,0,70,70,18,0,instock,true,2026-09-13 19:51:32.713+00,2026-09-13 19:51:32.802+00,,,,,,,,0,0,0,,true,false,,,,2028-07-01,,,14,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
2d52dbbf-4fa0-4210-ac89-dab9c7387ad2,1,Efferalgan 80mg,,N1-1788545550288300,,,0,650,0,7,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-07-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
2d8d3fd0-b220-4591-9f19-b43275161a2d,1,Bactrim sirop 200/40mg,P0100000159,N1-1788547995776461,,,0,1350,0,18,0,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-11-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
2f852399-6353-4dda-abb6-9958e8e99c57,1,Ibuprofène 400mg,,N1-1788545549982999,,,0,700,0,35,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-09-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
30520bf6-e3e4-489b-82e0-2645b4d0eef1,1,Pervital 20 comprimés,,N1-1788545549887319,,,0,750,0,1,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-02-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
341674d7-e4da-4cc7-ad26-5e1601977163,1,Finastéride Viatris comprimés,,N1-1788545549374503,,,0,1500,0,4,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-02-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
346116b5-2a26-4eb3-9b92-8f37405315e9,1,Dakin 250ml,,N1-1788545549999085,,,0,750,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-11-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
346745dd-afa0-4407-a1a4-df9a8c3eeb0c,1,Aspirin 100mg,,N1-1788545549988865,,,0,750,0,7,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-09-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
34915e69-6a88-42fa-b900-ad380fdae6b4,1,Efferalgan 500mg comprimés,,N1-1788545549391460,,,0,650,0,0,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-11-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
3491764b-4c67-457e-9c64-69fe3301d3ef,1,On Call Plus appareil,,N1-1788545550312887,,,0,5500,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-11-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
3573bcfc-ef38-46a8-9a89-8b5d81c54b7e,1,Wellbaby sirop 150ml,P0100000172,N1-1789315114702000,,,0,1450,1450,10,0,instock,true,2026-09-13 18:58:34.643+00,2026-09-13 18:58:34.78+00,,,,,,,,0,0,0,,true,false,,,2025-05-01,2027-04-01,,,14,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
370b9607-0092-445e-ad0b-fbeaa8038e46,1,Healax cream 100g,,N1-1788545549385475,,,0,1500,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-08-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
384c5e59-1e85-4b9b-a230-b38377d19b0b,1,test de grossess,P0100000169,N1-1788632617667561,,,0,200,0,42,0,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
38dde21c-56a3-4f3f-8c31-8d5a6a66fd6c,1,Cortancyl 20mg comprimé,P0100000176,N1-1789316091421000,,,0,1400,1400,5,0,instock,true,2026-09-13 19:14:51.368+00,2026-09-13 19:14:51.442+00,,,,,,,,0,0,0,,true,false,,,,2026-11-01,,,14,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
3ac101dc-25d4-4512-b2c5-8f852cba5e4b,1,Otipax phénazone auriculaire,,N1-1788545549969940-1,,,0,1000,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-12-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
3cf06a43-2106-4baf-b875-1fd362394c72,1,Azitro 500mg comprimé,P0100000177,N1-1789316550615000,,,0,950,950,3,0,instock,true,2026-09-13 19:22:30.588+00,2026-09-13 19:22:30.654+00,,,,,,,,0,0,0,,true,false,,,,2029-01-01,,,14,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
41cd0364-c2af-4324-b031-fff2a51e71a9,1,Cetirizine 10mg comprimé,P0100000180,N1-1789317740726000,,,0,750,750,4,0,instock,true,2026-09-13 19:42:20.695+00,2026-09-13 19:42:20.779+00,,,,,,,,0,0,0,,true,false,,,,2028-09-01,,,14,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
41d68509-65cd-419e-9c1b-44e7ab4673d3,1,Pediakid sirop 22 vitamines,,N1-1788545549382484,,,0,2350,0,2,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-09-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
446438cf-a6e9-4828-9ed5-fd3400dd5379,1,Broncathiol adult 5%,P0100000160,N1-1788548733341993,,,0,1100,0,7,0,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
44aa8b9d-3889-43bb-9b87-a3ad5e82306c,1,Flomozine crème,,N1-1788545550323083,,,0,1450,0,0,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-02-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
4592a1ce-3840-4abe-b803-7c1374d7a890,1,"Maxidex 0,1% collyre",,N1-1788545549993468,,,0,0,0,4,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-10-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
48bb301e-2b62-42b1-8ae9-485c05df60eb,1,Helpha 12ml,,N1-1788545550279014,,,0,0,0,95,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-12-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
494174c1-6993-450d-947b-a2e86a9248d0,1,Dorco toothbrush 12 pièces,,N1-1788545550296657,,,0,400,0,9,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
49a68c8f-7a8e-4e22-8c3e-be7d84ac438a,1,KOP,,N1-1788545550000084-2,,,0,100,0,7,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2030-12-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
4ac9ad8f-43af-404a-b694-33b3bbbbe120,1,Flexdol comprimés,,N1-1788545549997091-2,,,0,1000,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-09-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
4b30f6c7-f6e2-4171-8887-90c85743cade,1,Decontractyl boite de 50,,N1-1788545549947632,,,0,2000,0,5,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-07-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
4b7ed26a-26eb-4dd9-9a90-a6c32158e8dd,1,Disten 300/380mg 50 comprimés,,N1-1788545549936389,,,0,1,0,5,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2029-12-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
4da2f5ea-e7b2-4b39-a559-fa0f33261fe5,1,Gynanfort vaginal 10 ovules,,N1-1788545549996094-1,,,0,0,0,2,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
4e8256a4-b562-46ff-b2e7-af8cd4822aa0,1,Advilmed sirop enfants/nourrissons 20mg,,N1-1788545549997091,,,0,1100,0,3,5,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-03-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
4ef3f604-3c04-42b8-b032-7ffb63f38789,1,Biafine,,N1-1788545550303629,,,0,950,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-09-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
4f956f74-3cd2-46bf-8af8-8455bfa06a1d,1,Fluocaril 145mg 6-13 ans,,N1-1788545550294636,,,0,0,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
537fdb12-9d42-436f-9611-0ca0572bd444,1,Cérulyse 5g auriculaire,,N1-1788545549971103,,,0,1000,0,2,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-05-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
5491bb81-61ba-4cce-9fd9-58e95f8a7072,1,babaysoin,P0100000171,N1-1788685016406488,,,0,40,0,88,0,instock,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
549a0582-31f8-4c48-bcb5-e18e34c2b6ec,1,Eau oxygénée 250ml,,N1-1788545549999085-1,,,0,650,0,4,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2028-03-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
5abee3f2-1151-42c4-bc38-e7f2e76fa11a,1,Sedorrhoïde crème,,N1-1788545550324076-1,,,0,1300,0,2,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-01-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
5e2f8c04-0db0-4c4c-902c-5a5b9da74994,1,Maalox sachet,,N1-1788545549350578,,,0,1200,0,3,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2027-12-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
5e735fd9-6a62-4b06-880d-6a66038da21c,1,"Humex 0,30g oral",,N1-1788545549372521,,,0,1100,0,2,5,low,true,2026-09-13 15:21:30.537+00,2026-09-13 15:21:30.537+00,,,,,,,,0,0,0,,true,false,,,,2026-12-01,,,,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
649a075f-149d-493c-99ef-43a3ad34a7d9,1,Seringue 10ml,P0100000183,N1-1789318553493000,,,0,70,70,99,0,instock,true,2026-09-13 19:55:53.459+00,2026-09-13 19:55:53.546+00,,,,,,,,0,0,0,,true,false,,,,2026-12-09,,,5,0,false,,false,,,18efcc81-070c-41aa-8aa4-8cae27d91469
